"","x","y","timeslot","origin"
"6778",1838.53272343222,0.771,"12h-17h","Fit"
"6779",1857.42896197081,0.772,"12h-17h","Fit"
"6780",1876.5444167356,0.773,"12h-17h","Fit"
"6781",1895.88216409011,0.774,"12h-17h","Fit"
"6782",1915.44533474636,0.775,"12h-17h","Fit"
"6783",1935.23711495883,0.776,"12h-17h","Fit"
"6784",1955.26074775008,0.777,"12h-17h","Fit"
"6785",1975.51953416887,0.778,"12h-17h","Fit"
"6786",1996.01683458197,0.779,"12h-17h","Fit"
"6787",2016.75607000049,0.78,"12h-17h","Fit"
"6788",2037.74072344208,0.781,"12h-17h","Fit"
"6789",2058.97434132985,0.782,"12h-17h","Fit"
"6790",2080.46053492944,0.783,"12h-17h","Fit"
"6791",2102.20298182525,0.784,"12h-17h","Fit"
"6792",2124.20542743718,0.785,"12h-17h","Fit"
"6793",2146.47168657923,0.786,"12h-17h","Fit"
"6794",2169.00564506113,0.787,"12h-17h","Fit"
"6795",2191.81126133463,0.788,"12h-17h","Fit"
"6796",2214.89256818573,0.789,"12h-17h","Fit"
"6797",2238.25367447443,0.79,"12h-17h","Fit"
"6798",2261.89876692356,0.791,"12h-17h","Fit"
"6799",2285.83211195828,0.792,"12h-17h","Fit"
"6800",2310.05805759797,0.793,"12h-17h","Fit"
"6801",2334.58103540225,0.794,"12h-17h","Fit"
"6802",2359.40556247294,0.795,"12h-17h","Fit"
"6803",2384.53624351381,0.796,"12h-17h","Fit"
"6804",2409.97777295014,0.797,"12h-17h","Fit"
"6805",2435.73493711014,0.798,"12h-17h","Fit"
"6806",2461.81261647019,0.799,"12h-17h","Fit"
"6807",2488.21578796632,0.8,"12h-17h","Fit"
"6808",2514.94952737401,0.801,"12h-17h","Fit"
"6809",2542.01901175886,0.802,"12h-17h","Fit"
"6810",2569.42952200044,0.803,"12h-17h","Fit"
"6811",2597.18644539196,0.804,"12h-17h","Fit"
"6812",2625.2952783185,0.805,"12h-17h","Fit"
"6813",2653.76162901646,0.806,"12h-17h","Fit"
"6814",2682.59122041714,0.807,"12h-17h","Fit"
"6815",2711.78989307755,0.808,"12h-17h","Fit"
"6816",2741.3636082015,0.809,"12h-17h","Fit"
"6817",2771.31845075425,0.81,"12h-17h","Fit"
"6818",2801.66063267413,0.811,"12h-17h","Fit"
"6819",2832.39649618467,0.812,"12h-17h","Fit"
"6820",2863.5325172109,0.813,"12h-17h","Fit"
"6821",2895.07530890375,0.814,"12h-17h","Fit"
"6822",2927.03162527642,0.815,"12h-17h","Fit"
"6823",2959.40836495704,0.816,"12h-17h","Fit"
"6824",2992.21257506182,0.817,"12h-17h","Fit"
"6825",3025.45145519345,0.818,"12h-17h","Fit"
"6826",3059.13236156926,0.819,"12h-17h","Fit"
"6827",3093.26281128426,0.82,"12h-17h","Fit"
"6828",3127.85048671411,0.821,"12h-17h","Fit"
"6829",3162.90324006349,0.822,"12h-17h","Fit"
"6830",3198.42909806547,0.823,"12h-17h","Fit"
"6831",3234.43626683778,0.824,"12h-17h","Fit"
"6832",3270.93313690203,0.825,"12h-17h","Fit"
"6833",3307.92828837248,0.826,"12h-17h","Fit"
"6834",3345.43049632092,0.827,"12h-17h","Fit"
"6835",3383.44873632471,0.828,"12h-17h","Fit"
"6836",3421.99219020534,0.829,"12h-17h","Fit"
"6837",3461.07025196525,0.83,"12h-17h","Fit"
"6838",3500.69253393076,0.831,"12h-17h","Fit"
"6839",3540.86887310972,0.832,"12h-17h","Fit"
"6840",3581.60933777256,0.833,"12h-17h","Fit"
"6841",3622.92423426598,0.834,"12h-17h","Fit"
"6842",3664.82411406891,0.835,"12h-17h","Fit"
"6843",3707.31978110096,0.836,"12h-17h","Fit"
"6844",3750.42229929376,0.837,"12h-17h","Fit"
"6845",3794.14300043653,0.838,"12h-17h","Fit"
"6846",3838.49349230733,0.839,"12h-17h","Fit"
"6847",3883.48566710233,0.84,"12h-17h","Fit"
"6848",3929.13171017585,0.841,"12h-17h","Fit"
"6849",3975.44410910468,0.842,"12h-17h","Fit"
"6850",4022.43566309075,0.843,"12h-17h","Fit"
"6851",4070.11949271703,0.844,"12h-17h","Fit"
"6852",4118.50905007213,0.845,"12h-17h","Fit"
"6853",4167.61812926017,0.846,"12h-17h","Fit"
"6854",4217.46087731286,0.847,"12h-17h","Fit"
"6855",4268.05180552212,0.848,"12h-17h","Fit"
"6856",4319.40580121208,0.849,"12h-17h","Fit"
"6857",4371.53813997057,0.85,"12h-17h","Fit"
"6858",4424.46449836111,0.851,"12h-17h","Fit"
"6859",4478.20096713767,0.852,"12h-17h","Fit"
"6860",4532.76406498529,0.853,"12h-17h","Fit"
"6861",4588.17075281155,0.854,"12h-17h","Fit"
"6862",4644.43844861439,0.855,"12h-17h","Fit"
"6863",4701.58504295391,0.856,"12h-17h","Fit"
"6864",4759.62891505677,0.857,"12h-17h","Fit"
"6865",4818.58894958374,0.858,"12h-17h","Fit"
"6866",4878.48455409226,0.859,"12h-17h","Fit"
"6867",4939.33567722807,0.86,"12h-17h","Fit"
"6868",5001.16282768156,0.861,"12h-17h","Fit"
"6869",5063.98709394665,0.862,"12h-17h","Fit"
"6870",5127.83016492202,0.863,"12h-17h","Fit"
"6871",5192.71435139708,0.864,"12h-17h","Fit"
"6872",5258.66260846708,0.865,"12h-17h","Fit"
"6873",5325.69855892486,0.866,"12h-17h","Fit"
"6874",5393.84651767898,0.867,"12h-17h","Fit"
"6875",5463.13151725128,0.868,"12h-17h","Fit"
"6876",5533.57933441007,0.869,"12h-17h","Fit"
"6877",5605.21651799812,0.87,"12h-17h","Fit"
"6878",5678.07041801872,0.871,"12h-17h","Fit"
"6879",5752.16921604656,0.872,"12h-17h","Fit"
"6880",5827.54195703429,0.873,"12h-17h","Fit"
"6881",5904.21858259024,0.874,"12h-17h","Fit"
"6882",5982.22996580719,0.875,"12h-17h","Fit"
"6883",6061.60794772715,0.876,"12h-17h","Fit"
"6884",6142.3853755327,0.877,"12h-17h","Fit"
"6885",6224.59614256079,0.878,"12h-17h","Fit"
"6886",6308.2752302414,0.879,"12h-17h","Fit"
"6887",6393.45875207006,0.88,"12h-17h","Fit"
"6888",6480.18399972995,0.881,"12h-17h","Fit"
"6889",6568.4894914875,0.882,"12h-17h","Fit"
"6890",6658.41502299315,0.883,"12h-17h","Fit"
"6891",6750.00172062787,0.884,"12h-17h","Fit"
"6892",6843.29209754558,0.885,"12h-17h","Fit"
"6893",6938.33011257187,0.886,"12h-17h","Fit"
"6894",7035.16123213004,0.887,"12h-17h","Fit"
"6895",7133.83249537788,0.888,"12h-17h","Fit"
"6896",7234.39258275085,0.889,"12h-17h","Fit"
"6897",7336.89188812147,0.89,"12h-17h","Fit"
"6898",7441.3825947994,0.891,"12h-17h","Fit"
"6899",7547.91875561286,0.892,"12h-17h","Fit"
"6900",7656.55637732941,0.893,"12h-17h","Fit"
"6901",7767.35350969293,0.894,"12h-17h","Fit"
"6902",7880.37033937392,0.895,"12h-17h","Fit"
"6903",7995.66928915246,0.896,"12h-17h","Fit"
"6904",8113.31512267706,0.897,"12h-17h","Fit"
"6905",8233.37505516838,0.898,"12h-17h","Fit"
"6906",8355.91887046537,0.899,"12h-17h","Fit"
"6907",8481.01904484182,0.9,"12h-17h","Fit"
"6908",8608.75087805451,0.901,"12h-17h","Fit"
"6909",8739.19263212073,0.902,"12h-17h","Fit"
"6910",8872.42567836227,0.903,"12h-17h","Fit"
"6911",9008.53465329608,0.904,"12h-17h","Fit"
"6912",9147.60762399884,0.905,"12h-17h","Fit"
"6913",9289.73626362412,0.906,"12h-17h","Fit"
"6914",9435.01603780677,0.907,"12h-17h","Fit"
"6915",9583.54640275061,0.908,"12h-17h","Fit"
"6916",9735.43101586288,0.909,"12h-17h","Fit"
"6917",9890.77795987244,0.91,"12h-17h","Fit"
"6918",10049.6999814496,0.911,"12h-17h","Fit"
"6919",10212.3147454342,0.912,"12h-17h","Fit"
"6920",10378.7451058763,0.913,"12h-17h","Fit"
"6921",10549.1193952008,0.914,"12h-17h","Fit"
"6922",10723.5717329263,0.915,"12h-17h","Fit"
"6923",10902.2423554981,0.916,"12h-17h","Fit"
"6924",11085.2779689394,0.917,"12h-17h","Fit"
"6925",11272.8321261845,0.918,"12h-17h","Fit"
"6926",11465.0656311323,0.919,"12h-17h","Fit"
"6927",11662.146971655,0.92,"12h-17h","Fit"
"6928",11864.2527840109,0.921,"12h-17h","Fit"
"6929",12071.5683513521,0.922,"12h-17h","Fit"
"6930",12284.2881392829,0.923,"12h-17h","Fit"
"6931",12502.6163717222,0.924,"12h-17h","Fit"
"6932",12726.7676506531,0.925,"12h-17h","Fit"
"6933",12956.967623712,0.926,"12h-17h","Fit"
"6934",13193.4537039832,0.927,"12h-17h","Fit"
"6935",13436.4758468214,0.928,"12h-17h","Fit"
"6936",13686.2973890484,0.929,"12h-17h","Fit"
"6937",13943.1959564414,0.93,"12h-17h","Fit"
"6938",14207.46444609,0.931,"12h-17h","Fit"
"6939",14479.4120909257,0.932,"12h-17h","Fit"
"6940",14759.3656145574,0.933,"12h-17h","Fit"
"6941",15047.670485479,0.934,"12h-17h","Fit"
"6942",15344.69228077,0.935,"12h-17h","Fit"
"6943",15650.8181706055,0.936,"12h-17h","Fit"
"6944",15966.4585362488,0.937,"12h-17h","Fit"
"6945",16292.048735743,0.938,"12h-17h","Fit"
"6946",16628.0510332739,0.939,"12h-17h","Fit"
"6947",16974.9567101827,0.94,"12h-17h","Fit"
"6948",17333.2883778978,0.941,"12h-17h","Fit"
"6949",17703.602515686,0.942,"12h-17h","Fit"
"6950",18086.4922591349,0.943,"12h-17h","Fit"
"6951",18482.5904687532,0.944,"12h-17h","Fit"
"6952",18892.5731120768,0.945,"12h-17h","Fit"
"6953",19317.1629972954,0.946,"12h-17h","Fit"
"6954",19757.133901776,0.947,"12h-17h","Fit"
"6955",20213.3151450862,0.948,"12h-17h","Fit"
"6956",20686.5966633711,0.949,"12h-17h","Fit"
"6957",21177.9346504022,0.95,"12h-17h","Fit"
"6958",21688.3578405293,0.951,"12h-17h","Fit"
"6959",22218.9745203973,0.952,"12h-17h","Fit"
"6960",22770.9803699934,0.953,"12h-17h","Fit"
"6961",23345.667249762,0.954,"12h-17h","Fit"
"6962",23944.4330696981,0.955,"12h-17h","Fit"
"6963",24568.7928991026,0.956,"12h-17h","Fit"
"6964",25220.3915028572,0.957,"12h-17h","Fit"
"6965",25901.0175225858,0.958,"12h-17h","Fit"
"6966",26612.6195601316,0.959,"12h-17h","Fit"
"6967",27357.3244678699,0.96,"12h-17h","Fit"
"6968",28137.4582073975,0.961,"12h-17h","Fit"
"6969",28955.5697074472,0.962,"12h-17h","Fit"
"6970",29814.4582365117,0.963,"12h-17h","Fit"
"6971",30717.2049094575,0.964,"12h-17h","Fit"
"6972",31667.2090753374,0.965,"12h-17h","Fit"
"6973",32668.2304920478,0.966,"12h-17h","Fit"
"6974",33724.4383907443,0.967,"12h-17h","Fit"
"6975",34840.468779884,0.968,"12h-17h","Fit"
"6976",36021.4916497219,0.969,"12h-17h","Fit"
"6977",37273.2901320177,0.97,"12h-17h","Fit"
"6978",38602.3541719755,0.971,"12h-17h","Fit"
"6979",40015.9919141665,0.972,"12h-17h","Fit"
"6980",41522.4628377565,0.973,"12h-17h","Fit"
"6981",43131.1377622873,0.974,"12h-17h","Fit"
"6982",44852.6922713845,0.975,"12h-17h","Fit"
"6983",46699.3419907903,0.976,"12h-17h","Fit"
"6984",48685.1306822127,0.977,"12h-17h","Fit"
"6985",50826.285522893,0.978,"12h-17h","Fit"
"6986",53141.6585897167,0.979,"12h-17h","Fit"
"6987",55653.2799789358,0.98,"12h-17h","Fit"
"6988",58387.056943971,0.981,"12h-17h","Fit"
"6989",61373.6660929119,0.982,"12h-17h","Fit"
"6990",64649.7038429953,0.983,"12h-17h","Fit"
"6991",68259.1867676368,0.984,"12h-17h","Fit"
"6992",72255.5326150911,0.985,"12h-17h","Fit"
"6993",76704.2117931948,0.986,"12h-17h","Fit"
"6994",81686.3498812454,0.987,"12h-17h","Fit"
"6995",87303.704435394,0.988,"12h-17h","Fit"
"6996",93685.6692629815,0.989,"12h-17h","Fit"
"6997",100999.339975909,0.99,"12h-17h","Fit"
"6998",109464.324412723,0.991,"12h-17h","Fit"
"6999",119375.129930083,0.992,"12h-17h","Fit"
"7000",131136.071395464,0.993,"12h-17h","Fit"
"7001",145317.709308481,0.994,"12h-17h","Fit"
"7002",162752.085305964,0.995,"12h-17h","Fit"
"7003",184701.897003425,0.996,"12h-17h","Fit"
"7004",213180.539211928,0.997,"12h-17h","Fit"
"7005",251607.376072109,0.998,"12h-17h","Fit"
"7006",306294.553407047,0.999,"12h-17h","Fit"
"7007",390326.664001785,1,"12h-17h","Fit"
"7008",0.911924,0,"18h-23h","Fit"
"7009",0.993980201505149,0.001,"18h-23h","Fit"
"7010",1.07603642410641,0.002,"18h-23h","Fit"
"7011",1.15809272216057,0.003,"18h-23h","Fit"
"7012",1.24014918647366,0.004,"18h-23h","Fit"
"7013",1.32220594448333,0.005,"18h-23h","Fit"
"7014",1.40426316044229,0.006,"18h-23h","Fit"
"7015",1.48632103560287,0.007,"18h-23h","Fit"
"7016",1.56837980840269,0.008,"18h-23h","Fit"
"7017",1.65043975465146,0.009,"18h-23h","Fit"
"7018",1.73250118771889,0.01,"18h-23h","Fit"
"7019",1.81456445872372,0.011,"18h-23h","Fit"
"7020",1.89662995672396,0.012,"18h-23h","Fit"
"7021",1.97869810890819,0.013,"18h-23h","Fit"
"7022",2.06076938078809,0.014,"18h-23h","Fit"
"7023",2.14284427639211,0.015,"18h-23h","Fit"
"7024",2.2249233384603,0.016,"18h-23h","Fit"
"7025",2.30700714864037,0.017,"18h-23h","Fit"
"7026",2.38909632768489,0.018,"18h-23h","Fit"
"7027",2.47119153564974,0.019,"18h-23h","Fit"
"7028",2.5532934720937,0.02,"18h-23h","Fit"
"7029",2.63540287627937,0.021,"18h-23h","Fit"
"7030",2.71752052737516,0.022,"18h-23h","Fit"
"7031",2.79964724465871,0.023,"18h-23h","Fit"
"7032",2.88178388772136,0.024,"18h-23h","Fit"
"7033",2.96393135667401,0.025,"18h-23h","Fit"
"7034",3.04609059235417,0.026,"18h-23h","Fit"
"7035",3.12826257653434,0.027,"18h-23h","Fit"
"7036",3.21044833213158,0.028,"18h-23h","Fit"
"7037",3.2926489234185,0.029,"18h-23h","Fit"
"7038",3.37486545623539,0.03,"18h-23h","Fit"
"7039",3.45709907820381,0.031,"18h-23h","Fit"
"7040",3.5393509789414,0.032,"18h-23h","Fit"
"7041",3.62162239027806,0.033,"18h-23h","Fit"
"7042",3.70391458647342,0.034,"18h-23h","Fit"
"7043",3.78622888443575,0.035,"18h-23h","Fit"
"7044",3.8685666439421,0.036,"18h-23h","Fit"
"7045",3.95092926785992,0.037,"18h-23h","Fit"
"7046",4.03331820236998,0.038,"18h-23h","Fit"
"7047",4.11573493719071,0.039,"18h-23h","Fit"
"7048",4.19818100580395,0.04,"18h-23h","Fit"
"7049",4.28065798568204,0.041,"18h-23h","Fit"
"7050",4.3631674985164,0.042,"18h-23h","Fit"
"7051",4.44571121044753,0.043,"18h-23h","Fit"
"7052",4.52829083229635,0.044,"18h-23h","Fit"
"7053",4.61090811979714,0.045,"18h-23h","Fit"
"7054",4.69356487383181,0.046,"18h-23h","Fit"
"7055",4.77626294066572,0.047,"18h-23h","Fit"
"7056",4.8590042121849,0.048,"18h-23h","Fit"
"7057",4.94179062613486,0.049,"18h-23h","Fit"
"7058",5.02462416636081,0.05,"18h-23h","Fit"
"7059",5.10750686304945,0.051,"18h-23h","Fit"
"7060",5.19044079297225,0.052,"18h-23h","Fit"
"7061",5.27342807973028,0.053,"18h-23h","Fit"
"7062",5.3564708940006,0.054,"18h-23h","Fit"
"7063",5.43957145378416,0.055,"18h-23h","Fit"
"7064",5.52273202465531,0.056,"18h-23h","Fit"
"7065",5.6059549200129,0.057,"18h-23h","Fit"
"7066",5.68924250133291,0.058,"18h-23h","Fit"
"7067",5.77259717842276,0.059,"18h-23h","Fit"
"7068",5.85602140967718,0.06,"18h-23h","Fit"
"7069",5.93951770233573,0.061,"18h-23h","Fit"
"7070",6.02308861274197,0.062,"18h-23h","Fit"
"7071",6.10673674660424,0.063,"18h-23h","Fit"
"7072",6.19046475925817,0.064,"18h-23h","Fit"
"7073",6.27427535593078,0.065,"18h-23h","Fit"
"7074",6.35817129200637,0.066,"18h-23h","Fit"
"7075",6.44215537329402,0.067,"18h-23h","Fit"
"7076",6.52623045629686,0.068,"18h-23h","Fit"
"7077",6.61039944848307,0.069,"18h-23h","Fit"
"7078",6.69466530855854,0.07,"18h-23h","Fit"
"7079",6.77903104674141,0.071,"18h-23h","Fit"
"7080",6.86349972503829,0.072,"18h-23h","Fit"
"7081",6.94807445752226,0.073,"18h-23h","Fit"
"7082",7.03275841061269,0.074,"18h-23h","Fit"
"7083",7.11755480335688,0.075,"18h-23h","Fit"
"7084",7.20246690771347,0.076,"18h-23h","Fit"
"7085",7.28749804883775,0.077,"18h-23h","Fit"
"7086",7.37265160536873,0.078,"18h-23h","Fit"
"7087",7.45793100971816,0.079,"18h-23h","Fit"
"7088",7.54333974836139,0.08,"18h-23h","Fit"
"7089",7.6288813621301,0.081,"18h-23h","Fit"
"7090",7.71455944650695,0.082,"18h-23h","Fit"
"7091",7.80037765192216,0.083,"18h-23h","Fit"
"7092",7.88633968405203,0.084,"18h-23h","Fit"
"7093",7.97244930411935,0.085,"18h-23h","Fit"
"7094",8.05871032919586,0.086,"18h-23h","Fit"
"7095",8.14512663250663,0.087,"18h-23h","Fit"
"7096",8.23170214373642,0.088,"18h-23h","Fit"
"7097",8.31844084933811,0.089,"18h-23h","Fit"
"7098",8.4053467928431,0.09,"18h-23h","Fit"
"7099",8.49242407517378,0.091,"18h-23h","Fit"
"7100",8.57967685495801,0.092,"18h-23h","Fit"
"7101",8.66710934884576,0.093,"18h-23h","Fit"
"7102",8.7547258318277,0.094,"18h-23h","Fit"
"7103",8.84253063755606,0.095,"18h-23h","Fit"
"7104",8.93052815866745,0.096,"18h-23h","Fit"
"7105",9.01872284710792,0.097,"18h-23h","Fit"
"7106",9.10711921446014,0.098,"18h-23h","Fit"
"7107",9.19572183227271,0.099,"18h-23h","Fit"
"7108",9.28453533239175,0.1,"18h-23h","Fit"
"7109",9.37356440729456,0.101,"18h-23h","Fit"
"7110",9.46281381042563,0.102,"18h-23h","Fit"
"7111",9.55228835653481,0.103,"18h-23h","Fit"
"7112",9.64199292201774,0.104,"18h-23h","Fit"
"7113",9.73193244525856,0.105,"18h-23h","Fit"
"7114",9.82211192697494,0.106,"18h-23h","Fit"
"7115",9.91253643056534,0.107,"18h-23h","Fit"
"7116",10.0032110824587,0.108,"18h-23h","Fit"
"7117",10.0941410724664,0.109,"18h-23h","Fit"
"7118",10.1853316541365,0.11,"18h-23h","Fit"
"7119",10.2767881451107,0.111,"18h-23h","Fit"
"7120",10.3685159274831,0.112,"18h-23h","Fit"
"7121",10.4605204481621,0.113,"18h-23h","Fit"
"7122",10.552807219234,0.114,"18h-23h","Fit"
"7123",10.6453818183299,0.115,"18h-23h","Fit"
"7124",10.738249888994,0.116,"18h-23h","Fit"
"7125",10.8314171410555,0.117,"18h-23h","Fit"
"7126",10.9248893510024,0.118,"18h-23h","Fit"
"7127",11.0186723623576,0.119,"18h-23h","Fit"
"7128",11.1127720860583,0.12,"18h-23h","Fit"
"7129",11.2071945008375,0.121,"18h-23h","Fit"
"7130",11.301945653608,0.122,"18h-23h","Fit"
"7131",11.3970316598493,0.123,"18h-23h","Fit"
"7132",11.4924587039968,0.124,"18h-23h","Fit"
"7133",11.5882330398343,0.125,"18h-23h","Fit"
"7134",11.6843609908884,0.126,"18h-23h","Fit"
"7135",11.780848950826,0.127,"18h-23h","Fit"
"7136",11.8777033838546,0.128,"18h-23h","Fit"
"7137",11.9749308251251,0.129,"18h-23h","Fit"
"7138",12.0725378811375,0.13,"18h-23h","Fit"
"7139",12.1705312301494,0.131,"18h-23h","Fit"
"7140",12.2689176225872,0.132,"18h-23h","Fit"
"7141",12.3677038814603,0.133,"18h-23h","Fit"
"7142",12.4668969027781,0.134,"18h-23h","Fit"
"7143",12.5665036559695,0.135,"18h-23h","Fit"
"7144",12.6665311843063,0.136,"18h-23h","Fit"
"7145",12.7669866053279,0.137,"18h-23h","Fit"
"7146",12.8678771112711,0.138,"18h-23h","Fit"
"7147",12.9692099695005,0.139,"18h-23h","Fit"
"7148",13.070992522944,0.14,"18h-23h","Fit"
"7149",13.1732321905299,0.141,"18h-23h","Fit"
"7150",13.2759364676276,0.142,"18h-23h","Fit"
"7151",13.3791129264915,0.143,"18h-23h","Fit"
"7152",13.4827692167077,0.144,"18h-23h","Fit"
"7153",13.5869130656438,0.145,"18h-23h","Fit"
"7154",13.6915522789021,0.146,"18h-23h","Fit"
"7155",13.7966947407761,0.147,"18h-23h","Fit"
"7156",13.9023484147094,0.148,"18h-23h","Fit"
"7157",14.0085213437586,0.149,"18h-23h","Fit"
"7158",14.1152216510595,0.15,"18h-23h","Fit"
"7159",14.2224575402957,0.151,"18h-23h","Fit"
"7160",14.3302372961718,0.152,"18h-23h","Fit"
"7161",14.4385692848885,0.153,"18h-23h","Fit"
"7162",14.5474619546223,0.154,"18h-23h","Fit"
"7163",14.6569238360078,0.155,"18h-23h","Fit"
"7164",14.7669635426238,0.156,"18h-23h","Fit"
"7165",14.8775897714827,0.157,"18h-23h","Fit"
"7166",14.9888113035232,0.158,"18h-23h","Fit"
"7167",15.1006370041069,0.159,"18h-23h","Fit"
"7168",15.2130758235183,0.16,"18h-23h","Fit"
"7169",15.3261367974678,0.161,"18h-23h","Fit"
"7170",15.4398290475993,0.162,"18h-23h","Fit"
"7171",15.5541617820005,0.163,"18h-23h","Fit"
"7172",15.6691442957175,0.164,"18h-23h","Fit"
"7173",15.7847859712723,0.165,"18h-23h","Fit"
"7174",15.9010962791853,0.166,"18h-23h","Fit"
"7175",16.0180847784997,0.167,"18h-23h","Fit"
"7176",16.1357611173118,0.168,"18h-23h","Fit"
"7177",16.2541350333032,0.169,"18h-23h","Fit"
"7178",16.3732163542779,0.17,"18h-23h","Fit"
"7179",16.493014998703,0.171,"18h-23h","Fit"
"7180",16.6135409762534,0.172,"18h-23h","Fit"
"7181",16.7348043883603,0.173,"18h-23h","Fit"
"7182",16.8568154287636,0.174,"18h-23h","Fit"
"7183",16.9795843840682,0.175,"18h-23h","Fit"
"7184",17.103121634305,0.176,"18h-23h","Fit"
"7185",17.2274376534953,0.177,"18h-23h","Fit"
"7186",17.3525430102193,0.178,"18h-23h","Fit"
"7187",17.478448368189,0.179,"18h-23h","Fit"
"7188",17.6051644868253,0.18,"18h-23h","Fit"
"7189",17.7327022218391,0.181,"18h-23h","Fit"
"7190",17.8610725258168,0.182,"18h-23h","Fit"
"7191",17.9902864488101,0.183,"18h-23h","Fit"
"7192",18.1203551389297,0.184,"18h-23h","Fit"
"7193",18.2512898429439,0.185,"18h-23h","Fit"
"7194",18.3831019068814,0.186,"18h-23h","Fit"
"7195",18.5158027766385,0.187,"18h-23h","Fit"
"7196",18.6494039985904,0.188,"18h-23h","Fit"
"7197",18.783917220208,0.189,"18h-23h","Fit"
"7198",18.9193541906777,0.19,"18h-23h","Fit"
"7199",19.0557267615278,0.191,"18h-23h","Fit"
"7200",19.1930468872571,0.192,"18h-23h","Fit"
"7201",19.3313266259706,0.193,"18h-23h","Fit"
"7202",19.470578140018,0.194,"18h-23h","Fit"
"7203",19.6108136966379,0.195,"18h-23h","Fit"
"7204",19.7520456686067,0.196,"18h-23h","Fit"
"7205",19.894286534892,0.197,"18h-23h","Fit"
"7206",20.0375488813111,0.198,"18h-23h","Fit"
"7207",20.1818454011943,0.199,"18h-23h","Fit"
"7208",20.3271888960534,0.2,"18h-23h","Fit"
"7209",20.4735922762545,0.201,"18h-23h","Fit"
"7210",20.6210685616971,0.202,"18h-23h","Fit"
"7211",20.7696308824967,0.203,"18h-23h","Fit"
"7212",20.9192924796738,0.204,"18h-23h","Fit"
"7213",21.0700667058475,0.205,"18h-23h","Fit"
"7214",21.2219670259345,0.206,"18h-23h","Fit"
"7215",21.3750070178528,0.207,"18h-23h","Fit"
"7216",21.5292003732318,0.208,"18h-23h","Fit"
"7217",21.6845608981267,0.209,"18h-23h","Fit"
"7218",21.841102513739,0.21,"18h-23h","Fit"
"7219",21.9988392571418,0.211,"18h-23h","Fit"
"7220",22.1577852820113,0.212,"18h-23h","Fit"
"7221",22.3179548593635,0.213,"18h-23h","Fit"
"7222",22.4793623782963,0.214,"18h-23h","Fit"
"7223",22.6420223467373,0.215,"18h-23h","Fit"
"7224",22.805949392198,0.216,"18h-23h","Fit"
"7225",22.9711582625326,0.217,"18h-23h","Fit"
"7226",23.1376638267037,0.218,"18h-23h","Fit"
"7227",23.3054810755526,0.219,"18h-23h","Fit"
"7228",23.4746251225769,0.22,"18h-23h","Fit"
"7229",23.6451112047131,0.221,"18h-23h","Fit"
"7230",23.8169546831254,0.222,"18h-23h","Fit"
"7231",23.9901710440006,0.223,"18h-23h","Fit"
"7232",24.1647758993494,0.224,"18h-23h","Fit"
"7233",24.3407849878133,0.225,"18h-23h","Fit"
"7234",24.5182141754781,0.226,"18h-23h","Fit"
"7235",24.6970794566939,0.227,"18h-23h","Fit"
"7236",24.8773969549005,0.228,"18h-23h","Fit"
"7237",25.0591829234607,0.229,"18h-23h","Fit"
"7238",25.2424537464982,0.23,"18h-23h","Fit"
"7239",25.4272259397438,0.231,"18h-23h","Fit"
"7240",25.613516151387,0.232,"18h-23h","Fit"
"7241",25.8013411629345,0.233,"18h-23h","Fit"
"7242",25.9907178900758,0.234,"18h-23h","Fit"
"7243",26.1816633835549,0.235,"18h-23h","Fit"
"7244",26.374194830049,0.236,"18h-23h","Fit"
"7245",26.5683295530549,0.237,"18h-23h","Fit"
"7246",26.7640850137808,0.238,"18h-23h","Fit"
"7247",26.9614788120464,0.239,"18h-23h","Fit"
"7248",27.1605286871895,0.24,"18h-23h","Fit"
"7249",27.3612525189797,0.241,"18h-23h","Fit"
"7250",27.5636683285397,0.242,"18h-23h","Fit"
"7251",27.7677942792733,0.243,"18h-23h","Fit"
